1a3aA
TM	RMSD	GDTTS	MODEL
0.2358	27.93	15.93	./distfold-jobs/output-1kidA/1kidA_model2.pdb
0.2457	26.70	17.23	./distfold-jobs/output-1kidA/1kidA_5.pdb
0.2482	27.33	17.23	./distfold-jobs/output-1kidA/1kidA_18.pdb
0.2580	25.44	18.01	./distfold-jobs/output-1kidA/1kidA_model1.pdb
0.2844	26.69	19.04	./distfold-jobs/output-1kidA/1kidA_1.pdb
1kq6A
TM	RMSD	GDTTS	MODEL
0.0903	87.54	8.75	./distfold-jobs/output-1kq6A/extended.pdb
0.1938	26.01	15.54	./distfold-jobs/output-1kq6A/1kq6A_6.pdb
0.1970	25.85	18.04	./distfold-jobs/output-1kq6A/1kq6A_14.pdb
0.2004	27.07	19.11	./distfold-jobs/output-1kq6A/1kq6A_16.pdb
0.2048	21.34	18.75	./distfold-jobs/output-1kq6A/1kq6A_2.pdb
0.2110	24.67	19.11	./distfold-jobs/output-1kq6A/1kq6A_model4.pdb
0.2137	26.93	18.75	./distfold-jobs/output-1kq6A/1kq6A_9.pdb
0.2152	26.08	19.82	./distfold-jobs/output-1kq6A/1kq6A_20.pdb
0.2213	21.26	19.29	./distfold-jobs/output-1kq6A/1kq6A_18.pdb
0.2227	24.77	20.89	./distfold-jobs/output-1kq6A/1kq6A_8.pdb
0.2273	25.56	18.21	./distfold-jobs/output-1kq6A/1kq6A_1.pdb
0.2309	27.47	19.46	./distfold-jobs/output-1kq6A/1kq6A_5.pdb
0.2411	21.79	20.54	./distfold-jobs/output-1kq6A/1kq6A_15.pdb
0.2419	24.57	22.14	./distfold-jobs/output-1kq6A/1kq6A_model1.pdb
0.2447	26.93	20.54	./distfold-jobs/output-1kq6A/1kq6A_7.pdb
0.2470	25.00	22.68	./distfold-jobs/output-1kq6A/1kq6A_model3.pdb
0.2536	28.28	21.96	./distfold-jobs/output-1kq6A/1kq6A_model5.pdb
0.2771	26.80	23.75	./distfold-jobs/output-1kq6A/1kq6A_model2.pdb
0.2822	23.99	24.46	./distfold-jobs/output-1kq6A/1kq6A_17.pdb
0.2903	26.53	24.64	./distfold-jobs/output-1kq6A/1kq6A_4.pdb
0.3000	24.28	25.00	./distfold-jobs/output-1kq6A/1kq6A_13.pdb
1kqrA
TM	RMSD	GDTTS	MODEL
0.0736	92.82	7.34	./distfold-jobs/output-1kqrA/extended.pdb
0.1504	21.67	11.56	./distfold-jobs/output-1kqrA/1kqrA_12.pdb
0.1576	21.31	11.87	./distfold-jobs/output-1kqrA/1kqrA_model2.pdb
0.1582	20.99	11.41	./distfold-jobs/output-1kqrA/1kqrA_6.pdb
0.1602	21.83	11.72	./distfold-jobs/output-1kqrA/1kqrA_3.pdb
0.1654	21.04	12.81	./distfold-jobs/output-1kqrA/1kqrA_1.pdb
0.1658	20.84	12.19	./distfold-jobs/output-1kqrA/1kqrA_15.pdb
0.1682	19.93	12.34	./distfold-jobs/output-1kqrA/1kqrA_8.pdb
0.1683	21.02	12.19	./distfold-jobs/output-1kqrA/1kqrA_model4.pdb
0.1684	18.95	13.12	./distfold-jobs/output-1kqrA/1kqrA_18.pdb
0.1721	22.11	13.12	./distfold-jobs/output-1kqrA/1kqrA_4.pdb
0.1722	20.97	12.34	./distfold-jobs/output-1kqrA/1kqrA_16.pdb
0.1726	19.28	12.50	./distfold-jobs/output-1kqrA/1kqrA_14.pdb
0.1739	21.55	12.34	./distfold-jobs/output-1kqrA/1kqrA_17.pdb
0.1777	21.55	12.97	./distfold-jobs/output-1kqrA/1kqrA_11.pdb
0.1779	21.64	12.34	./distfold-jobs/output-1kqrA/1kqrA_model3.pdb
0.1783	19.74	12.81	./distfold-jobs/output-1kqrA/1kqrA_2.pdb
0.1802	21.08	13.28	./distfold-jobs/output-1kqrA/1kqrA_13.pdb
0.1819	18.83	12.97	./distfold-jobs/output-1kqrA/1kqrA_model1.pdb
0.1938	21.37	13.91	./distfold-jobs/output-1kqrA/1kqrA_model5.pdb
0.1994	22.02	15.00	./distfold-jobs/output-1kqrA/1kqrA_7.pdb
1ktgA
TM	RMSD	GDTTS	MODEL
0.0930	83.11	8.94	./distfold-jobs/output-1ktgA/extended.pdb
0.1843	21.27	16.06	./distfold-jobs/output-1ktgA/1ktgA_10.pdb
0.1862	20.82	16.24	./distfold-jobs/output-1ktgA/1ktgA_6.pdb
0.1906	19.84	16.79	./distfold-jobs/output-1ktgA/1ktgA_8.pdb
0.1941	21.08	16.42	./distfold-jobs/output-1ktgA/1ktgA_17.pdb
0.1944	17.36	16.97	./distfold-jobs/output-1ktgA/1ktgA_14.pdb
0.1950	20.31	17.15	./distfold-jobs/output-1ktgA/1ktgA_7.pdb
0.1974	19.58	17.34	./distfold-jobs/output-1ktgA/1ktgA_11.pdb
0.1986	19.36	17.34	./distfold-jobs/output-1ktgA/1ktgA_12.pdb
0.2005	20.25	17.15	./distfold-jobs/output-1ktgA/1ktgA_5.pdb
0.2049	20.52	18.25	./distfold-jobs/output-1ktgA/1ktgA_20.pdb
0.2053	18.30	18.07	./distfold-jobs/output-1ktgA/1ktgA_2.pdb
0.2067	20.23	17.15	./distfold-jobs/output-1ktgA/1ktgA_13.pdb
0.2068	20.16	17.52	./distfold-jobs/output-1ktgA/1ktgA_model5.pdb
0.2071	20.54	17.70	./distfold-jobs/output-1ktgA/1ktgA_16.pdb
0.2085	18.70	18.80	./distfold-jobs/output-1ktgA/1ktgA_15.pdb
0.2093	18.16	17.88	./distfold-jobs/output-1ktgA/1ktgA_model3.pdb
0.2105	20.53	18.80	./distfold-jobs/output-1ktgA/1ktgA_model2.pdb
0.2185	19.90	18.25	./distfold-jobs/output-1ktgA/1ktgA_model1.pdb
0.2356	17.08	20.44	./distfold-jobs/output-1ktgA/1ktgA_model4.pdb
0.2558	17.29	21.53	./distfold-jobs/output-1ktgA/1ktgA_4.pdb
1ku3A
TM	RMSD	GDTTS	MODEL
0.1154	42.88	13.93	./distfold-jobs/output-1ku3A/extended.pdb
0.2904	9.16	42.62	./distfold-jobs/output-1ku3A/1ku3A_19.pdb
0.3006	9.30	39.34	./distfold-jobs/output-1ku3A/1ku3A_8.pdb
0.3064	9.07	41.80	./distfold-jobs/output-1ku3A/1ku3A_13.pdb
0.3072	8.81	40.98	./distfold-jobs/output-1ku3A/1ku3A_20.pdb
0.3076	8.98	39.75	./distfold-jobs/output-1ku3A/1ku3A_3.pdb
0.3076	8.36	40.57	./distfold-jobs/output-1ku3A/1ku3A_18.pdb
0.3097	8.94	41.80	./distfold-jobs/output-1ku3A/1ku3A_4.pdb
0.3100	8.05	42.62	./distfold-jobs/output-1ku3A/1ku3A_17.pdb
0.3100	9.24	38.93	./distfold-jobs/output-1ku3A/1ku3A_7.pdb
0.3105	9.19	40.57	./distfold-jobs/output-1ku3A/1ku3A_model2.pdb
0.3105	8.56	40.98	./distfold-jobs/output-1ku3A/1ku3A_5.pdb
0.3110	9.01	40.98	./distfold-jobs/output-1ku3A/1ku3A_model4.pdb
0.3122	8.85	41.80	./distfold-jobs/output-1ku3A/1ku3A_model3.pdb
0.3127	8.96	40.98	./distfold-jobs/output-1ku3A/1ku3A_11.pdb
0.3129	8.33	42.21	./distfold-jobs/output-1ku3A/1ku3A_1.pdb
0.3133	9.24	39.75	./distfold-jobs/output-1ku3A/1ku3A_model1.pdb
0.3142	8.34	40.57	./distfold-jobs/output-1ku3A/1ku3A_15.pdb
0.3149	8.54	41.39	./distfold-jobs/output-1ku3A/1ku3A_14.pdb
0.3153	8.95	42.21	./distfold-jobs/output-1ku3A/1ku3A_12.pdb
0.3161	9.30	41.39	./distfold-jobs/output-1ku3A/1ku3A_model5.pdb
1kw4A
TM	RMSD	GDTTS	MODEL
0.0849	44.39	11.79	./distfold-jobs/output-1kw4A/extended.pdb
0.1966	12.50	27.86	./distfold-jobs/output-1kw4A/1kw4A_11.pdb
0.2204	12.48	30.36	./distfold-jobs/output-1kw4A/1kw4A_19.pdb
0.2328	12.93	28.21	./distfold-jobs/output-1kw4A/1kw4A_1.pdb
0.2341	13.50	26.79	./distfold-jobs/output-1kw4A/1kw4A_model3.pdb
0.2343	13.81	32.50	./distfold-jobs/output-1kw4A/1kw4A_20.pdb
0.2344	13.88	27.50	./distfold-jobs/output-1kw4A/1kw4A_15.pdb
0.2346	12.12	28.21	./distfold-jobs/output-1kw4A/1kw4A_model1.pdb
0.2346	12.28	31.43	./distfold-jobs/output-1kw4A/1kw4A_12.pdb
0.2347	13.65	28.93	./distfold-jobs/output-1kw4A/1kw4A_9.pdb
0.2353	14.16	29.64	./distfold-jobs/output-1kw4A/1kw4A_14.pdb
0.2353	13.49	29.64	./distfold-jobs/output-1kw4A/1kw4A_model5.pdb
0.2355	14.69	30.00	./distfold-jobs/output-1kw4A/1kw4A_model2.pdb
0.2363	13.10	27.14	./distfold-jobs/output-1kw4A/1kw4A_4.pdb
0.2365	13.27	34.64	./distfold-jobs/output-1kw4A/1kw4A_3.pdb
0.2374	13.09	30.36	./distfold-jobs/output-1kw4A/1kw4A_2.pdb
0.2378	12.17	33.57	./distfold-jobs/output-1kw4A/1kw4A_17.pdb
0.2393	13.66	32.50	./distfold-jobs/output-1kw4A/1kw4A_13.pdb
0.2453	11.51	28.57	./distfold-jobs/output-1kw4A/1kw4A_18.pdb
0.2462	13.29	33.57	./distfold-jobs/output-1kw4A/1kw4A_model4.pdb
0.2739	10.00	35.71	./distfold-jobs/output-1kw4A/1kw4A_16.pdb
1lm4A
TM	RMSD	GDTTS	MODEL
0.0864	103.10	6.75	./distfold-jobs/output-1lm4A/extended.pdb
0.2081	19.34	14.68	./distfold-jobs/output-1lm4A/1lm4A_20.pdb
0.2157	19.84	15.21	./distfold-jobs/output-1lm4A/1lm4A_5.pdb
0.2259	19.90	14.81	./distfold-jobs/output-1lm4A/1lm4A_16.pdb
0.2262	19.34	16.14	./distfold-jobs/output-1lm4A/1lm4A_1.pdb
0.2308	20.66	17.06	./distfold-jobs/output-1lm4A/1lm4A_6.pdb
0.2343	19.96	16.01	./distfold-jobs/output-1lm4A/1lm4A_9.pdb
0.3228	14.76	21.83	./distfold-jobs/output-1lm4A/1lm4A_14.pdb
0.3427	12.95	24.07	./distfold-jobs/output-1lm4A/1lm4A_model2.pdb
0.3434	14.63	21.43	./distfold-jobs/output-1lm4A/1lm4A_10.pdb
0.3513	14.28	23.68	./distfold-jobs/output-1lm4A/1lm4A_13.pdb
0.3617	13.38	24.21	./distfold-jobs/output-1lm4A/1lm4A_8.pdb
0.3641	12.49	23.81	./distfold-jobs/output-1lm4A/1lm4A_17.pdb
0.3654	13.02	25.26	./distfold-jobs/output-1lm4A/1lm4A_model1.pdb
0.3840	12.93	27.51	./distfold-jobs/output-1lm4A/1lm4A_model4.pdb
0.3868	13.91	25.40	./distfold-jobs/output-1lm4A/1lm4A_model5.pdb
0.3871	14.34	26.19	./distfold-jobs/output-1lm4A/1lm4A_3.pdb
0.3933	12.05	26.85	./distfold-jobs/output-1lm4A/1lm4A_model3.pdb
0.4002	13.49	27.12	./distfold-jobs/output-1lm4A/1lm4A_7.pdb
0.4048	12.55	27.91	./distfold-jobs/output-1lm4A/1lm4A_19.pdb
0.4173	13.18	28.84	./distfold-jobs/output-1lm4A/1lm4A_4.pdb
1lo7A
TM	RMSD	GDTTS	MODEL
0.0998	81.78	9.11	./distfold-jobs/output-1lo7A/extended.pdb
0.2068	15.29	17.68	./distfold-jobs/output-1lo7A/1lo7A_14.pdb
0.2113	18.29	19.29	./distfold-jobs/output-1lo7A/1lo7A_5.pdb
0.2131	17.64	18.57	./distfold-jobs/output-1lo7A/1lo7A_8.pdb
0.2216	17.64	19.11	./distfold-jobs/output-1lo7A/1lo7A_7.pdb
0.2280	16.89	20.54	./distfold-jobs/output-1lo7A/1lo7A_4.pdb
0.2340	17.52	20.18	./distfold-jobs/output-1lo7A/1lo7A_1.pdb
0.2360	18.05	21.61	./distfold-jobs/output-1lo7A/1lo7A_2.pdb
0.2410	19.01	20.00	./distfold-jobs/output-1lo7A/1lo7A_20.pdb
0.2484	17.24	21.96	./distfold-jobs/output-1lo7A/1lo7A_17.pdb
0.2548	17.54	23.21	./distfold-jobs/output-1lo7A/1lo7A_model5.pdb
0.2603	17.65	22.68	./distfold-jobs/output-1lo7A/1lo7A_6.pdb
0.2632	16.85	21.96	./distfold-jobs/output-1lo7A/1lo7A_16.pdb
0.2640	18.06	23.39	./distfold-jobs/output-1lo7A/1lo7A_12.pdb
0.2746	17.99	23.57	./distfold-jobs/output-1lo7A/1lo7A_19.pdb
0.2778	17.49	24.46	./distfold-jobs/output-1lo7A/1lo7A_model3.pdb
0.2795	15.14	23.21	./distfold-jobs/output-1lo7A/1lo7A_3.pdb
0.2880	17.16	24.11	./distfold-jobs/output-1lo7A/1lo7A_model4.pdb
0.2909	16.40	24.64	./distfold-jobs/output-1lo7A/1lo7A_model2.pdb
0.3408	17.14	30.18	./distfold-jobs/output-1lo7A/1lo7A_18.pdb
0.3529	15.73	29.82	./distfold-jobs/output-1lo7A/1lo7A_model1.pdb
1lpyA
TM	RMSD	GDTTS	MODEL
0.0668	89.67	5.71	./distfold-jobs/output-1lpyA/extended.pdb
0.2033	14.81	16.36	./distfold-jobs/output-1lpyA/1lpyA_5.pdb
0.2195	14.25	18.36	./distfold-jobs/output-1lpyA/1lpyA_7.pdb
0.2253	15.71	18.36	./distfold-jobs/output-1lpyA/1lpyA_10.pdb
0.2253	15.33	16.20	./distfold-jobs/output-1lpyA/1lpyA_20.pdb
0.2258	15.81	17.90	./distfold-jobs/output-1lpyA/1lpyA_15.pdb
0.2280	15.04	16.98	./distfold-jobs/output-1lpyA/1lpyA_19.pdb
0.2323	14.10	18.52	./distfold-jobs/output-1lpyA/1lpyA_14.pdb
0.2499	14.43	19.60	./distfold-jobs/output-1lpyA/1lpyA_1.pdb
0.2884	10.56	19.75	./distfold-jobs/output-1lpyA/1lpyA_17.pdb
0.3001	11.24	22.84	./distfold-jobs/output-1lpyA/1lpyA_18.pdb
0.3024	11.17	23.46	./distfold-jobs/output-1lpyA/1lpyA_model1.pdb
0.3082	10.99	24.69	./distfold-jobs/output-1lpyA/1lpyA_model3.pdb
0.3179	10.86	24.07	./distfold-jobs/output-1lpyA/1lpyA_model2.pdb
0.3183	12.09	25.00	./distfold-jobs/output-1lpyA/1lpyA_16.pdb
0.3212	10.49	25.00	./distfold-jobs/output-1lpyA/1lpyA_13.pdb
0.3376	10.17	23.61	./distfold-jobs/output-1lpyA/1lpyA_3.pdb
0.3470	10.96	25.46	./distfold-jobs/output-1lpyA/1lpyA_model5.pdb
0.3511	10.21	27.47	./distfold-jobs/output-1lpyA/1lpyA_4.pdb
0.3591	9.10	27.47	./distfold-jobs/output-1lpyA/1lpyA_model4.pdb
0.3754	9.80	27.93	./distfold-jobs/output-1lpyA/1lpyA_8.pdb
1m4jA
TM	RMSD	GDTTS	MODEL
0.0911	77.40	8.65	./distfold-jobs/output-1m4jA/extended.pdb
0.1931	19.63	17.29	./distfold-jobs/output-1m4jA/1m4jA_model4.pdb
0.2055	20.21	18.05	./distfold-jobs/output-1m4jA/1m4jA_17.pdb
0.2108	19.44	18.23	./distfold-jobs/output-1m4jA/1m4jA_3.pdb
0.2155	19.88	18.80	./distfold-jobs/output-1m4jA/1m4jA_20.pdb
0.2175	19.94	18.61	./distfold-jobs/output-1m4jA/1m4jA_model2.pdb
0.2187	19.85	18.42	./distfold-jobs/output-1m4jA/1m4jA_2.pdb
0.2212	20.99	19.36	./distfold-jobs/output-1m4jA/1m4jA_4.pdb
0.2218	19.44	19.55	./distfold-jobs/output-1m4jA/1m4jA_10.pdb
0.2233	19.58	19.36	./distfold-jobs/output-1m4jA/1m4jA_5.pdb
0.2239	20.58	19.17	./distfold-jobs/output-1m4jA/1m4jA_15.pdb
0.2249	16.67	19.55	./distfold-jobs/output-1m4jA/1m4jA_16.pdb
0.2308	18.98	20.30	./distfold-jobs/output-1m4jA/1m4jA_9.pdb
0.2337	17.72	19.74	./distfold-jobs/output-1m4jA/1m4jA_7.pdb
0.2554	18.91	21.43	./distfold-jobs/output-1m4jA/1m4jA_12.pdb
0.2655	19.86	21.62	./distfold-jobs/output-1m4jA/1m4jA_1.pdb
0.2678	19.74	22.37	./distfold-jobs/output-1m4jA/1m4jA_8.pdb
0.2721	17.81	24.62	./distfold-jobs/output-1m4jA/1m4jA_model5.pdb
0.2806	17.90	21.99	./distfold-jobs/output-1m4jA/1m4jA_model1.pdb
0.2895	17.82	25.75	./distfold-jobs/output-1m4jA/1m4jA_19.pdb
0.2978	14.60	24.25	./distfold-jobs/output-1m4jA/1m4jA_model3.pdb
1m8aA
TM	RMSD	GDTTS	MODEL
0.1376	41.01	18.03	./distfold-jobs/output-1m8aA/extended.pdb
0.2096	10.41	29.51	./distfold-jobs/output-1m8aA/1m8aA_6.pdb
0.2105	9.36	31.97	./distfold-jobs/output-1m8aA/1m8aA_model1.pdb
0.2116	10.73	31.15	./distfold-jobs/output-1m8aA/1m8aA_model2.pdb
0.2144	10.33	29.10	./distfold-jobs/output-1m8aA/1m8aA_17.pdb
0.2166	10.42	30.74	./distfold-jobs/output-1m8aA/1m8aA_7.pdb
0.2174	9.47	29.51	./distfold-jobs/output-1m8aA/1m8aA_12.pdb
0.2188	8.63	32.38	./distfold-jobs/output-1m8aA/1m8aA_4.pdb
0.2189	9.68	31.97	./distfold-jobs/output-1m8aA/1m8aA_9.pdb
0.2194	9.89	31.97	./distfold-jobs/output-1m8aA/1m8aA_8.pdb
0.2194	10.34	31.97	./distfold-jobs/output-1m8aA/1m8aA_model5.pdb
0.2255	9.60	30.74	./distfold-jobs/output-1m8aA/1m8aA_model4.pdb
0.2266	9.50	30.74	./distfold-jobs/output-1m8aA/1m8aA_15.pdb
0.2315	9.71	35.66	./distfold-jobs/output-1m8aA/1m8aA_16.pdb
0.2352	10.48	31.15	./distfold-jobs/output-1m8aA/1m8aA_10.pdb
0.2357	10.03	35.66	./distfold-jobs/output-1m8aA/1m8aA_13.pdb
0.2383	9.21	34.43	./distfold-jobs/output-1m8aA/1m8aA_18.pdb
0.2391	10.48	33.20	./distfold-jobs/output-1m8aA/1m8aA_3.pdb
0.2460	9.70	34.84	./distfold-jobs/output-1m8aA/1m8aA_model3.pdb
0.2492	9.72	35.25	./distfold-jobs/output-1m8aA/1m8aA_5.pdb
0.2587	9.21	37.30	./distfold-jobs/output-1m8aA/1m8aA_11.pdb
1mk0A
TM	RMSD	GDTTS	MODEL
0.1020	62.94	11.34	./distfold-jobs/output-1mk0A/extended.pdb
0.1935	12.47	22.42	./distfold-jobs/output-1mk0A/1mk0A_1.pdb
0.1998	14.93	23.45	./distfold-jobs/output-1mk0A/1mk0A_8.pdb
0.2035	14.88	23.20	./distfold-jobs/output-1mk0A/1mk0A_2.pdb
0.2147	14.78	24.23	./distfold-jobs/output-1mk0A/1mk0A_12.pdb
0.2240	14.32	24.48	./distfold-jobs/output-1mk0A/1mk0A_6.pdb
0.2281	13.44	23.71	./distfold-jobs/output-1mk0A/1mk0A_19.pdb
0.2295	15.23	25.26	./distfold-jobs/output-1mk0A/1mk0A_9.pdb
0.2365	14.07	25.52	./distfold-jobs/output-1mk0A/1mk0A_model5.pdb
0.2389	12.17	27.06	./distfold-jobs/output-1mk0A/1mk0A_model2.pdb
0.2420	9.83	26.80	./distfold-jobs/output-1mk0A/1mk0A_13.pdb
0.2423	13.86	24.23	./distfold-jobs/output-1mk0A/1mk0A_model4.pdb
0.2458	10.96	26.55	./distfold-jobs/output-1mk0A/1mk0A_4.pdb
0.2477	13.75	23.45	./distfold-jobs/output-1mk0A/1mk0A_model1.pdb
0.2501	14.92	25.00	./distfold-jobs/output-1mk0A/1mk0A_7.pdb
0.2533	14.88	25.26	./distfold-jobs/output-1mk0A/1mk0A_11.pdb
0.2604	15.17	28.35	./distfold-jobs/output-1mk0A/1mk0A_20.pdb
0.2620	11.30	29.12	./distfold-jobs/output-1mk0A/1mk0A_17.pdb
0.2720	11.90	27.06	./distfold-jobs/output-1mk0A/1mk0A_model3.pdb
0.2756	13.38	28.09	./distfold-jobs/output-1mk0A/1mk0A_15.pdb
0.2813	12.64	26.29	./distfold-jobs/output-1mk0A/1mk0A_16.pdb
1mugA
TM	RMSD	GDTTS	MODEL
0.0761	93.99	6.52	./distfold-jobs/output-1mugA/extended.pdb
0.2014	17.73	16.36	./distfold-jobs/output-1mugA/1mugA_20.pdb
0.2090	17.32	16.67	./distfold-jobs/output-1mugA/1mugA_12.pdb
0.2198	17.30	17.58	./distfold-jobs/output-1mugA/1mugA_16.pdb
0.2216	17.87	16.36	./distfold-jobs/output-1mugA/1mugA_9.pdb
0.2223	18.14	16.82	./distfold-jobs/output-1mugA/1mugA_model2.pdb
0.2264	16.68	17.12	./distfold-jobs/output-1mugA/1mugA_model1.pdb
0.2312	18.70	16.97	./distfold-jobs/output-1mugA/1mugA_10.pdb
0.2405	18.78	17.42	./distfold-jobs/output-1mugA/1mugA_model3.pdb
0.2615	18.76	19.39	./distfold-jobs/output-1mugA/1mugA_15.pdb
0.3158	11.32	22.42	./distfold-jobs/output-1mugA/1mugA_17.pdb
0.3217	11.24	22.27	./distfold-jobs/output-1mugA/1mugA_model5.pdb
0.3339	11.08	23.48	./distfold-jobs/output-1mugA/1mugA_11.pdb
0.3417	10.67	24.39	./distfold-jobs/output-1mugA/1mugA_18.pdb
0.3454	11.22	24.09	./distfold-jobs/output-1mugA/1mugA_2.pdb
0.3508	9.87	25.76	./distfold-jobs/output-1mugA/1mugA_model4.pdb
0.3542	10.46	24.55	./distfold-jobs/output-1mugA/1mugA_1.pdb
0.3565	9.53	25.30	./distfold-jobs/output-1mugA/1mugA_6.pdb
0.3642	9.80	25.00	./distfold-jobs/output-1mugA/1mugA_19.pdb
0.3906	10.18	28.33	./distfold-jobs/output-1mugA/1mugA_5.pdb
0.3944	9.87	27.73	./distfold-jobs/output-1mugA/1mugA_13.pdb
1nb9A
TM	RMSD	GDTTS	MODEL
0.0939	84.54	9.01	./distfold-jobs/output-1nb9A/extended.pdb
0.1949	18.68	18.37	./distfold-jobs/output-1nb9A/1nb9A_2.pdb
0.1995	18.71	18.37	./distfold-jobs/output-1nb9A/1nb9A_13.pdb
0.2053	18.12	18.71	./distfold-jobs/output-1nb9A/1nb9A_5.pdb
0.2072	17.94	18.71	./distfold-jobs/output-1nb9A/1nb9A_17.pdb
0.2075	19.22	17.86	./distfold-jobs/output-1nb9A/1nb9A_model4.pdb
0.2096	17.74	19.56	./distfold-jobs/output-1nb9A/1nb9A_3.pdb
0.2183	18.27	19.90	./distfold-jobs/output-1nb9A/1nb9A_4.pdb
0.2188	18.02	18.54	./distfold-jobs/output-1nb9A/1nb9A_model5.pdb
0.2247	17.23	18.03	./distfold-jobs/output-1nb9A/1nb9A_model3.pdb
0.2308	18.43	19.90	./distfold-jobs/output-1nb9A/1nb9A_9.pdb
0.2343	17.54	20.92	./distfold-jobs/output-1nb9A/1nb9A_model2.pdb
0.2357	17.88	19.22	./distfold-jobs/output-1nb9A/1nb9A_18.pdb
0.2757	11.23	23.81	./distfold-jobs/output-1nb9A/1nb9A_11.pdb
0.3048	11.12	25.51	./distfold-jobs/output-1nb9A/1nb9A_15.pdb
0.3271	11.31	26.19	./distfold-jobs/output-1nb9A/1nb9A_model1.pdb
0.3275	12.01	26.36	./distfold-jobs/output-1nb9A/1nb9A_16.pdb
0.3629	10.50	28.74	./distfold-jobs/output-1nb9A/1nb9A_20.pdb
0.3646	11.13	28.57	./distfold-jobs/output-1nb9A/1nb9A_8.pdb
0.3664	12.23	29.42	./distfold-jobs/output-1nb9A/1nb9A_19.pdb
0.3698	11.57	31.63	./distfold-jobs/output-1nb9A/1nb9A_14.pdb
1ne2A
TM	RMSD	GDTTS	MODEL
0.0829	95.20	6.68	./distfold-jobs/output-1ne2A/extended.pdb
0.1888	24.65	14.63	./distfold-jobs/output-1ne2A/1ne2A_1.pdb
0.1902	23.10	15.06	./distfold-jobs/output-1ne2A/1ne2A_model1.pdb
0.1904	24.85	15.20	./distfold-jobs/output-1ne2A/1ne2A_18.pdb
0.1971	27.91	14.63	./distfold-jobs/output-1ne2A/1ne2A_11.pdb
0.1988	27.46	15.20	./distfold-jobs/output-1ne2A/1ne2A_17.pdb
0.2025	25.19	14.77	./distfold-jobs/output-1ne2A/1ne2A_6.pdb
0.2039	26.10	15.20	./distfold-jobs/output-1ne2A/1ne2A_model5.pdb
0.2069	25.88	15.48	./distfold-jobs/output-1ne2A/1ne2A_8.pdb
0.2092	27.05	16.05	./distfold-jobs/output-1ne2A/1ne2A_20.pdb
0.2187	26.87	16.62	./distfold-jobs/output-1ne2A/1ne2A_3.pdb
0.2196	23.12	15.48	./distfold-jobs/output-1ne2A/1ne2A_14.pdb
0.2204	26.62	15.63	./distfold-jobs/output-1ne2A/1ne2A_model3.pdb
0.2208	25.06	15.63	./distfold-jobs/output-1ne2A/1ne2A_13.pdb
0.2275	27.36	16.19	./distfold-jobs/output-1ne2A/1ne2A_7.pdb
0.2335	22.39	17.47	./distfold-jobs/output-1ne2A/1ne2A_12.pdb
0.2481	24.88	17.33	./distfold-jobs/output-1ne2A/1ne2A_5.pdb
0.2579	24.18	18.75	./distfold-jobs/output-1ne2A/1ne2A_model4.pdb
0.2677	26.49	19.46	./distfold-jobs/output-1ne2A/1ne2A_model2.pdb
0.2724	24.31	20.31	./distfold-jobs/output-1ne2A/1ne2A_9.pdb
0.3016	25.10	21.02	./distfold-jobs/output-1ne2A/1ne2A_10.pdb
1npsA
TM	RMSD	GDTTS	MODEL
0.1159	52.03	12.50	./distfold-jobs/output-1npsA/extended.pdb
0.1530	18.64	17.61	./distfold-jobs/output-1npsA/1npsA_12.pdb
0.1554	17.53	17.90	./distfold-jobs/output-1npsA/1npsA_3.pdb
0.1625	16.06	19.89	./distfold-jobs/output-1npsA/1npsA_model3.pdb
0.1687	17.90	18.47	./distfold-jobs/output-1npsA/1npsA_7.pdb
0.1712	16.66	19.60	./distfold-jobs/output-1npsA/1npsA_model4.pdb
0.1788	15.49	19.60	./distfold-jobs/output-1npsA/1npsA_13.pdb
0.1794	16.15	19.32	./distfold-jobs/output-1npsA/1npsA_16.pdb
0.1883	15.95	21.31	./distfold-jobs/output-1npsA/1npsA_model2.pdb
0.1886	14.43	19.32	./distfold-jobs/output-1npsA/1npsA_19.pdb
0.1937	16.81	21.88	./distfold-jobs/output-1npsA/1npsA_8.pdb
0.1948	15.55	19.03	./distfold-jobs/output-1npsA/1npsA_1.pdb
0.1969	12.85	21.59	./distfold-jobs/output-1npsA/1npsA_2.pdb
0.2114	12.56	22.44	./distfold-jobs/output-1npsA/1npsA_20.pdb
0.2129	11.34	23.58	./distfold-jobs/output-1npsA/1npsA_9.pdb
0.2140	9.66	23.01	./distfold-jobs/output-1npsA/1npsA_6.pdb
0.2181	12.14	23.01	./distfold-jobs/output-1npsA/1npsA_15.pdb
0.2251	11.94	24.72	./distfold-jobs/output-1npsA/1npsA_18.pdb
0.2291	12.33	23.86	./distfold-jobs/output-1npsA/1npsA_model1.pdb
0.2630	11.69	27.27	./distfold-jobs/output-1npsA/1npsA_model5.pdb
0.2691	11.90	27.56	./distfold-jobs/output-1npsA/1npsA_5.pdb
1nrvA
TM	RMSD	GDTTS	MODEL
0.0898	60.89	9.50	./distfold-jobs/output-1nrvA/extended.pdb
0.1787	14.53	20.00	./distfold-jobs/output-1nrvA/1nrvA_model2.pdb
0.1865	14.56	18.25	./distfold-jobs/output-1nrvA/1nrvA_11.pdb
0.1989	14.81	20.75	./distfold-jobs/output-1nrvA/1nrvA_17.pdb
0.2001	15.61	19.50	./distfold-jobs/output-1nrvA/1nrvA_12.pdb
